op_id,replay,op_name,cores,duration_ns
1402880,,ArgMaxDeviceOperation,64,2700728.0
2239488,1,ArgMaxDeviceOperation,64,2700283.0
2236416,1,MatmulDeviceOperation,64,792096.0
1399808,,MatmulDeviceOperation,64,789557.0
1401856,,UntilizeDeviceOperation,63,133433.0
2238464,1,UntilizeDeviceOperation,63,132500.0
566272,,InterleavedToShardedDeviceOperation,10,91765.0
317440,,InterleavedToShardedDeviceOperation,10,91648.0
173056,,InterleavedToShardedDeviceOperation,10,91535.0
231424,,InterleavedToShardedDeviceOperation,10,91233.0
332800,,InterleavedToShardedDeviceOperation,10,91090.0
118784,,InterleavedToShardedDeviceOperation,10,91069.0
316416,,InterleavedToShardedDeviceOperation,10,91030.0
519168,,InterleavedToShardedDeviceOperation,10,90984.0
242688,,InterleavedToShardedDeviceOperation,10,90963.0
248832,,InterleavedToShardedDeviceOperation,10,90940.0
163840,,InterleavedToShardedDeviceOperation,10,90915.0
243712,,InterleavedToShardedDeviceOperation,10,90882.0
134144,,InterleavedToShardedDeviceOperation,10,90610.0
241664,,InterleavedToShardedDeviceOperation,10,90524.0
364544,,InterleavedToShardedDeviceOperation,10,90305.0
432128,,InterleavedToShardedDeviceOperation,10,90289.0
412672,,InterleavedToShardedDeviceOperation,10,90130.0
502784,,InterleavedToShardedDeviceOperation,10,89990.0
520192,,InterleavedToShardedDeviceOperation,10,89881.0
518144,,InterleavedToShardedDeviceOperation,10,89810.0
292864,,InterleavedToShardedDeviceOperation,10,89725.0
450560,,InterleavedToShardedDeviceOperation,10,89711.0
433152,,InterleavedToShardedDeviceOperation,10,89582.0
240640,,InterleavedToShardedDeviceOperation,10,89549.0
77824,,TilizeWithValPaddingDeviceOperation,1,77412.0
98304,,TilizeWithValPaddingDeviceOperation,1,77392.0
94208,,TilizeWithValPaddingDeviceOperation,1,77384.0
182272,,TilizeWithValPaddingDeviceOperation,1,77315.0
225280,,TilizeWithValPaddingDeviceOperation,1,77310.0
57344,,TilizeWithValPaddingDeviceOperation,1,77278.0
45056,,TilizeWithValPaddingDeviceOperation,1,77238.0
20480,,TilizeWithValPaddingDeviceOperation,1,77233.0
24576,,TilizeWithValPaddingDeviceOperation,1,77219.0
40960,,TilizeWithValPaddingDeviceOperation,1,77218.0
50176,,TilizeWithValPaddingDeviceOperation,1,77217.0
91136,,TilizeWithValPaddingDeviceOperation,1,77215.0
425984,,TilizeWithValPaddingDeviceOperation,1,77214.0
87040,,TilizeWithValPaddingDeviceOperation,1,77209.0
286720,,TilizeWithValPaddingDeviceOperation,1,77205.0
1024,,TilizeWithValPaddingDeviceOperation,1,77201.0
32768,,TilizeWithValPaddingDeviceOperation,1,77201.0
17408,,TilizeWithValPaddingDeviceOperation,1,77198.0
258048,,TilizeWithValPaddingDeviceOperation,1,77198.0
377856,,TilizeWithValPaddingDeviceOperation,1,77198.0
16384,,TilizeWithValPaddingDeviceOperation,1,77196.0
4096,,TilizeWithValPaddingDeviceOperation,1,77195.0
61440,,TilizeWithValPaddingDeviceOperation,1,77195.0
90112,,TilizeWithValPaddingDeviceOperation,1,77194.0
560128,,TilizeWithValPaddingDeviceOperation,1,77193.0
512000,,TilizeWithValPaddingDeviceOperation,1,77188.0
13312,,TilizeWithValPaddingDeviceOperation,1,77186.0
54272,,TilizeWithValPaddingDeviceOperation,1,77184.0
354304,,TilizeWithValPaddingDeviceOperation,1,77183.0
81920,,TilizeWithValPaddingDeviceOperation,1,77181.0
86016,,TilizeWithValPaddingDeviceOperation,1,77181.0
157696,,TilizeWithValPaddingDeviceOperation,1,77176.0
210944,,TilizeWithValPaddingDeviceOperation,1,77176.0
533504,,TilizeWithValPaddingDeviceOperation,1,77169.0
128000,,TilizeWithValPaddingDeviceOperation,1,77163.0
478208,,TilizeWithValPaddingDeviceOperation,1,77160.0
196608,,TilizeWithValPaddingDeviceOperation,1,77159.0
65536,,TilizeWithValPaddingDeviceOperation,1,77158.0
459776,,TilizeWithValPaddingDeviceOperation,1,77158.0
46080,,TilizeWithValPaddingDeviceOperation,1,77154.0
112640,,TilizeWithValPaddingDeviceOperation,1,77154.0
143360,,TilizeWithValPaddingDeviceOperation,1,77145.0
392192,,TilizeWithValPaddingDeviceOperation,1,77140.0
12288,,TilizeWithValPaddingDeviceOperation,1,77139.0
272384,,TilizeWithValPaddingDeviceOperation,1,77137.0
49152,,TilizeWithValPaddingDeviceOperation,1,77133.0
53248,,TilizeWithValPaddingDeviceOperation,1,77120.0
8192,,TilizeWithValPaddingDeviceOperation,1,77117.0
406528,,TilizeWithValPaddingDeviceOperation,1,77107.0
496640,,TilizeWithValPaddingDeviceOperation,1,77080.0
82944,,TilizeWithValPaddingDeviceOperation,1,77070.0
73728,,TilizeWithValPaddingDeviceOperation,1,77064.0
95232,,TilizeWithValPaddingDeviceOperation,1,77063.0
58368,,TilizeWithValPaddingDeviceOperation,1,77060.0
70656,,TilizeWithValPaddingDeviceOperation,1,77060.0
9216,,TilizeWithValPaddingDeviceOperation,1,77057.0
302080,,TilizeWithValPaddingDeviceOperation,1,77057.0
29696,,TilizeWithValPaddingDeviceOperation,1,77053.0
62464,,TilizeWithValPaddingDeviceOperation,1,77053.0
69632,,TilizeWithValPaddingDeviceOperation,1,77051.0
33792,,TilizeWithValPaddingDeviceOperation,1,77048.0
5120,,TilizeWithValPaddingDeviceOperation,1,77046.0
28672,,TilizeWithValPaddingDeviceOperation,1,77044.0
78848,,TilizeWithValPaddingDeviceOperation,1,77044.0
37888,,TilizeWithValPaddingDeviceOperation,1,77043.0
21504,,TilizeWithValPaddingDeviceOperation,1,77036.0
99328,,TilizeWithValPaddingDeviceOperation,1,77036.0
74752,,TilizeWithValPaddingDeviceOperation,1,77024.0
326656,,TilizeWithValPaddingDeviceOperation,1,77022.0
41984,,TilizeWithValPaddingDeviceOperation,1,77013.0
66560,,TilizeWithValPaddingDeviceOperation,1,77013.0
36864,,TilizeWithValPaddingDeviceOperation,1,77011.0
25600,,TilizeWithValPaddingDeviceOperation,1,77010.0
1400832,,ShardedToInterleavedDeviceOperation,64,71071.0
2237440,1,ShardedToInterleavedDeviceOperation,64,69440.0
1835008,1,MatmulDeviceOperation,51,31030.0
2195456,1,MatmulDeviceOperation,51,30477.0
1933312,1,MatmulDeviceOperation,51,30342.0
2129920,1,MatmulDeviceOperation,51,30233.0
1572864,1,MatmulDeviceOperation,51,30219.0
1736704,1,MatmulDeviceOperation,51,30195.0
2097152,1,MatmulDeviceOperation,51,29902.0
1900544,1,MatmulDeviceOperation,51,29887.0
1966080,1,MatmulDeviceOperation,51,29868.0
2031616,1,MatmulDeviceOperation,51,29845.0
2064384,1,MatmulDeviceOperation,51,29756.0
1638400,1,MatmulDeviceOperation,51,29692.0
1998848,1,MatmulDeviceOperation,51,29640.0
1769472,1,MatmulDeviceOperation,51,29639.0
2162688,1,MatmulDeviceOperation,51,29629.0
1605632,1,MatmulDeviceOperation,51,29604.0
1802240,1,MatmulDeviceOperation,51,29580.0
1507328,1,MatmulDeviceOperation,51,29577.0
1474560,1,MatmulDeviceOperation,51,29545.0
1540096,1,MatmulDeviceOperation,51,29464.0
1867776,1,MatmulDeviceOperation,51,29273.0
1671168,1,MatmulDeviceOperation,51,29256.0
2228224,1,MatmulDeviceOperation,51,29184.0
1703936,1,MatmulDeviceOperation,51,29059.0
1063936,,MatmulDeviceOperation,51,29023.0
1162240,,MatmulDeviceOperation,51,28816.0
965632,,MatmulDeviceOperation,51,28736.0
1031168,,MatmulDeviceOperation,51,28731.0
1358848,,MatmulDeviceOperation,51,28675.0
1129472,,MatmulDeviceOperation,51,28645.0
1096704,,MatmulDeviceOperation,51,28585.0
998400,,MatmulDeviceOperation,51,28499.0
