op_id,replay,op_name,cores,duration_ns
1168384,,ArgMaxDeviceOperation,64,2312944.0
2221056,1,ArgMaxDeviceOperation,63,2310108.0
1165312,,MatmulDeviceOperation,64,2233792.0
2217984,1,MatmulDeviceOperation,63,2195872.0
257024,,MatmulDeviceOperation,48,140599.0
1344512,1,MatmulDeviceOperation,48,140252.0
2180096,1,MatmulDeviceOperation,48,139693.0
674816,,MatmulDeviceOperation,48,139014.0
1448960,1,MatmulDeviceOperation,48,137682.0
918528,,MatmulDeviceOperation,48,137669.0
1692672,1,MatmulDeviceOperation,48,137218.0
1831936,1,MatmulDeviceOperation,48,137050.0
1901568,1,MatmulDeviceOperation,48,136508.0
1762304,1,MatmulDeviceOperation,48,136492.0
396288,,MatmulDeviceOperation,48,136289.0
1483776,1,MatmulDeviceOperation,48,136286.0
361472,,MatmulDeviceOperation,48,136268.0
744448,,MatmulDeviceOperation,48,136263.0
465920,,MatmulDeviceOperation,48,136160.0
1657856,1,MatmulDeviceOperation,48,136061.0
779264,,MatmulDeviceOperation,48,136023.0
1727488,1,MatmulDeviceOperation,48,136010.0
1414144,1,MatmulDeviceOperation,48,135836.0
953344,,MatmulDeviceOperation,48,135819.0
2110464,1,MatmulDeviceOperation,48,135715.0
1379328,1,MatmulDeviceOperation,48,135645.0
1866752,1,MatmulDeviceOperation,48,135638.0
1971200,1,MatmulDeviceOperation,48,135585.0
1022976,,MatmulDeviceOperation,48,135508.0
1518592,1,MatmulDeviceOperation,48,135380.0
848896,,MatmulDeviceOperation,48,135234.0
500736,,MatmulDeviceOperation,48,135191.0
2006016,1,MatmulDeviceOperation,48,135186.0
988160,,MatmulDeviceOperation,48,135033.0
1797120,1,MatmulDeviceOperation,48,134974.0
1553408,1,MatmulDeviceOperation,48,134957.0
222208,,MatmulDeviceOperation,48,134918.0
1127424,,MatmulDeviceOperation,48,134753.0
2075648,1,MatmulDeviceOperation,48,134699.0
570368,,MatmulDeviceOperation,48,134361.0
2040832,1,MatmulDeviceOperation,48,134100.0
1092608,,MatmulDeviceOperation,48,134081.0
1623040,1,MatmulDeviceOperation,48,133931.0
1936384,1,MatmulDeviceOperation,48,133915.0
1057792,,MatmulDeviceOperation,48,133869.0
535552,,MatmulDeviceOperation,48,133793.0
2145280,1,MatmulDeviceOperation,48,133640.0
