op_id,replay,op_name,cores,duration_ns
723968,,ArgMaxDeviceOperation,64,2330167.0
1266688,1,ArgMaxDeviceOperation,64,2329087.0
1263616,1,MatmulDeviceOperation,64,1493410.0
720896,,MatmulDeviceOperation,64,1482918.0
159744,,CopyDeviceOperation,64,307276.0
166912,,CopyDeviceOperation,64,307072.0
154624,,CopyDeviceOperation,64,305012.0
140288,,CopyDeviceOperation,64,303420.0
115712,,CopyDeviceOperation,64,302884.0
153600,,CopyDeviceOperation,64,302142.0
123904,,CopyDeviceOperation,64,301123.0
172032,,CopyDeviceOperation,64,301026.0
125952,,CopyDeviceOperation,64,300730.0
147456,,CopyDeviceOperation,64,300585.0
106496,,CopyDeviceOperation,64,300387.0
124928,,CopyDeviceOperation,64,300137.0
101376,,CopyDeviceOperation,64,299805.0
152576,,CopyDeviceOperation,64,299785.0
134144,,CopyDeviceOperation,64,299761.0
155648,,CopyDeviceOperation,64,299698.0
130048,,CopyDeviceOperation,64,299083.0
174080,,CopyDeviceOperation,64,298708.0
119808,,CopyDeviceOperation,64,298697.0
160768,,CopyDeviceOperation,64,298545.0
178176,,CopyDeviceOperation,64,298447.0
145408,,CopyDeviceOperation,64,298051.0
122880,,CopyDeviceOperation,64,297817.0
161792,,CopyDeviceOperation,64,297707.0
135168,,CopyDeviceOperation,64,297364.0
175104,,CopyDeviceOperation,64,297151.0
110592,,CopyDeviceOperation,64,296937.0
171008,,CopyDeviceOperation,64,295328.0
108544,,CopyDeviceOperation,64,294269.0
144384,,CopyDeviceOperation,64,294112.0
109568,,CopyDeviceOperation,64,291090.0
180224,,CopyDeviceOperation,64,289860.0
177152,,CopyDeviceOperation,64,259663.0
143360,,CopyDeviceOperation,64,259167.0
100352,,CopyDeviceOperation,64,257238.0
151552,,CopyDeviceOperation,64,251793.0
141312,,CopyDeviceOperation,64,250728.0
156672,,CopyDeviceOperation,64,245000.0
157696,,CopyDeviceOperation,64,244069.0
133120,,CopyDeviceOperation,64,241066.0
116736,,CopyDeviceOperation,64,239694.0
113664,,CopyDeviceOperation,64,239629.0
168960,,CopyDeviceOperation,64,238405.0
102400,,CopyDeviceOperation,64,238174.0
103424,,CopyDeviceOperation,64,236947.0
118784,,CopyDeviceOperation,64,235828.0
142336,,CopyDeviceOperation,64,234627.0
126976,,CopyDeviceOperation,64,232138.0
722944,,UntilizeDeviceOperation,63,114321.0
1265664,1,UntilizeDeviceOperation,63,114211.0
117760,,InterleavedToShardedDeviceOperation,12,110501.0
111616,,InterleavedToShardedDeviceOperation,12,110463.0
128000,,InterleavedToShardedDeviceOperation,12,110104.0
138240,,InterleavedToShardedDeviceOperation,12,110071.0
167936,,InterleavedToShardedDeviceOperation,12,109854.0
163840,,InterleavedToShardedDeviceOperation,12,109842.0
146432,,InterleavedToShardedDeviceOperation,12,109789.0
131072,,InterleavedToShardedDeviceOperation,12,109496.0
107520,,InterleavedToShardedDeviceOperation,12,109424.0
176128,,InterleavedToShardedDeviceOperation,12,109027.0
150528,,InterleavedToShardedDeviceOperation,12,108989.0
179200,,InterleavedToShardedDeviceOperation,12,108735.0
121856,,InterleavedToShardedDeviceOperation,12,108683.0
165888,,InterleavedToShardedDeviceOperation,12,108131.0
148480,,InterleavedToShardedDeviceOperation,12,107788.0
129024,,InterleavedToShardedDeviceOperation,12,107490.0
409600,,MatmulDeviceOperation,64,88393.0
1228800,1,MatmulDeviceOperation,64,88111.0
532480,,MatmulDeviceOperation,64,88055.0
655360,,MatmulDeviceOperation,64,88050.0
860160,1,MatmulDeviceOperation,64,87950.0
1044480,1,MatmulDeviceOperation,64,87949.0
286720,,MatmulDeviceOperation,64,87943.0
1013760,1,MatmulDeviceOperation,64,87908.0
890880,1,MatmulDeviceOperation,64,87878.0
256000,,MatmulDeviceOperation,64,87779.0
1167360,1,MatmulDeviceOperation,64,87716.0
1136640,1,MatmulDeviceOperation,64,87700.0
1075200,1,MatmulDeviceOperation,64,87675.0
829440,1,MatmulDeviceOperation,64,87669.0
1105920,1,MatmulDeviceOperation,64,87652.0
348160,,MatmulDeviceOperation,64,87626.0
983040,1,MatmulDeviceOperation,64,87605.0
471040,,MatmulDeviceOperation,64,87583.0
378880,,MatmulDeviceOperation,64,87563.0
798720,1,MatmulDeviceOperation,64,87516.0
952320,1,MatmulDeviceOperation,64,87509.0
686080,,MatmulDeviceOperation,64,87442.0
593920,,MatmulDeviceOperation,64,87385.0
563200,,MatmulDeviceOperation,64,87384.0
1198080,1,MatmulDeviceOperation,64,87380.0
921600,1,MatmulDeviceOperation,64,87323.0
501760,,MatmulDeviceOperation,64,87286.0
716800,,MatmulDeviceOperation,64,87259.0
440320,,MatmulDeviceOperation,64,87209.0
624640,,MatmulDeviceOperation,64,87168.0
1259520,1,MatmulDeviceOperation,64,87029.0
317440,,MatmulDeviceOperation,64,86922.0
713728,,MatmulDeviceOperation,64,83648.0
1132544,1,MatmulDeviceOperation,64,83477.0
528384,,MatmulDeviceOperation,64,83366.0
918528,1,MatmulDeviceOperation,64,83361.0
345088,,MatmulDeviceOperation,64,83285.0
375808,,MatmulDeviceOperation,64,83282.0
886784,1,MatmulDeviceOperation,64,83265.0
1163264,1,MatmulDeviceOperation,64,83249.0
529408,,MatmulDeviceOperation,64,83215.0
621568,,MatmulDeviceOperation,64,83215.0
405504,,MatmulDeviceOperation,64,83212.0
498688,,MatmulDeviceOperation,64,83201.0
651264,,MatmulDeviceOperation,64,83158.0
497664,,MatmulDeviceOperation,64,83153.0
436224,,MatmulDeviceOperation,64,83138.0
